PARÂMETROS
50;8;5;8
COORDENADAS
0;887;772
1;497;203
2;109;427
3;827;744
4;472;739
5;869;512
6;269;561
7;120;444
8;525;85
9;397;342
10;501;308
11;610;254
12;465;916
13;493;921
14;91;155
15;833;802
16;273;326
17;669;88
18;291;608
19;112;147
20;889;532
21;30;688
22;321;689
23;570;217
24;90;365
25;859;367
26;978;691
27;283;450
28;337;819
29;433;560
30;163;501
31;534;523
32;635;30
33;265;866
34;670;456
35;303;870
36;990;605
37;816;204
38;941;143
39;75;382
40;731;738
41;565;238
42;340;960
43;914;322
44;828;455
45;806;259
46;114;215
47;318;995
48;403;53
49;520;308
DISTÂNCIAS
DE/PARA;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
0;0;689;851;66;416;260;653;834;776;651;603;587;445;421;1007;61;758;717;618;995;240;861;572;639;894;405;121;684;552;501;773;431;783;629;383;592;196;572;631;900;159;623;578;450;322;519;952;611;866;591
1;689;0;448;633;536;483;424;447;121;171;105;123;713;718;408;686;255;206;454;389;511;673;516;74;438;397;685;326;636;362;447;322;221;702;306;694;636;319;448;458;583;76;773;433;416;314;383;811;177;107
2;851;448;0;784;478;764;208;20;538;300;409;530;604;625;272;815;192;654;256;280;787;272;337;506;64;752;908;175;453;350;91;435;659;465;561;483;898;741;879;56;695;493;580;811;719;716;212;605;475;427
3;66;633;784;0;355;235;587;768;724;588;544;535;400;378;942;58;694;674;552;931;220;798;508;586;828;378;160;618;495;434;707;367;739;575;328;538;214;540;611;834;96;569;532;430;289;485;887;567;810;533
4;416;536;478;355;0;457;269;459;656;404;431;504;177;183;697;366;458;680;223;692;465;444;159;531;534;536;508;345;156;183;390;224;727;242;345;213;535;636;758;533;259;509;257;607;455;584;634;298;689;433
5;260;483;764;235;457;0;601;752;548;501;420;365;571;555;855;292;624;468;585;840;28;857;575;420;792;145;209;589;614;438;706;335;535;700;206;669;152;312;375;804;264;409;693;195;70;260;811;732;654;404
6;653;424;208;587;269;601;0;189;540;253;343;458;405;424;443;613;235;619;51;442;620;270;138;457;265;621;720;111;266;164;121;267;644;305;414;310;722;653;791;263;494;438;405;687;568;616;379;436;525;356
7;834;447;20;768;459;752;189;0;541;295;404;525;584;605;290;797;193;654;236;297;774;260;316;504;84;743;892;163;433;333;71;421;660;446;550;463;884;736;874;76;678;490;560;803;708;710;229;585;482;422
8;776;121;538;724;656;548;540;541;0;287;224;189;833;836;439;780;348;144;572;417;576;780;637;139;517;437;756;437;757;483;551;438;122;823;398;815;697;314;420;539;684;158;894;455;478;330;431;933;126;223
9;651;171;300;588;404;501;253;295;287;0;109;230;578;586;358;633;125;372;286;345;527;504;355;213;307;462;677;157;480;220;282;227;392;540;295;536;648;441;579;324;518;197;620;517;445;417;310;657;289;127
10;603;105;409;544;431;420;343;404;224;109;0;121;609;613;437;595;228;276;366;421;448;605;421;114;414;362;611;260;536;261;389;217;308;605;224;595;572;331;469;432;487;94;671;413;358;308;398;710;273;19
