PARÂMETROS
50;5;8;12
COORDENADAS
0;111;408
1;737;50
2;683;852
3;647;465
4;213;140
5;733;858
6;385;118
7;172;189
8;34;87
9;212;632
10;579;583
11;333;893
12;381;317
13;270;747
14;784;589
15;32;370
16;908;462
17;264;634
18;53;796
19;473;759
20;412;310
21;127;590
22;591;90
23;172;806
24;327;896
25;646;487
26;571;356
27;548;825
28;55;17
29;707;578
30;704;636
31;676;325
32;390;767
33;203;789
34;192;873
35;68;896
36;209;818
37;635;463
38;406;58
39;50;978
40;512;490
41;99;116
42;66;823
43;745;68
44;375;78
45;470;758
46;388;490
47;748;535
48;529;594
49;819;968
DISTÂNCIAS
DE/PARA;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
0;0;721;724;539;286;767;398;227;330;245;499;533;284;374;696;87;798;272;392;504;316;182;575;402;533;540;462;604;394;619;635;571;454;391;472;489;421;526;457;573;409;292;417;719;422;501;288;649;457;902
1;721;0;803;424;531;808;358;581;703;783;555;934;445;838;541;774;446;751;1012;756;416;814;151;943;940;446;348;797;682;528;586;281;796;911;987;1078;931;425;331;1154;494;641;1023;19;363;756;561;485;582;921
2;724;803;0;388;853;50;792;837;1003;519;288;352;614;426;281;810;450;472;632;229;605;614;767;513;358;366;508;137;1044;275;217;527;305;484;491;616;475;391;840;645;400;939;617;786;833;232;466;323;300;178
3;539;424;388;0;542;402;434;549;720;465;136;530;304;470;184;622;261;418;679;341;281;534;379;584;536;22;132;373;742;127;180;142;396;549;611;721;562;12;473;787;137;649;682;408;473;342;260;122;174;531
4;286;531;853;542;0;886;173;63;186;492;574;762;244;609;726;292;765;496;675;671;261;458;381;667;764;554;418;762;200;660;697;498;651;649;733;769;678;531;209;853;460;116;698;536;173;669;391;665;553;1026
5;767;808;50;402;886;0;817;873;1040;567;315;401;645;476;273;854;432;519;682;278;635;662;781;563;407;381;527;187;1080;281;223;536;354;534;541;666;525;406;864;693;429;975;667;790;858;281;504;323;333;139
6;398;358;792;434;173;817;0;224;352;542;503;776;199;639;617;433;625;529;754;647;193;537;207;720;780;451;302;725;345;561;608;357;649;695;779;840;721;426;63;922;393;286;773;363;41;645;372;552;497;954
7;227;581;837;549;63;873;224;0;171;444;566;722;245;566;731;228;785;454;618;644;268;403;430;617;723;559;432;738;208;661;694;522;617;600;684;714;630;538;268;798;454;103;642;585;231;642;370;671;539;1012
8;330;703;1003;720;186;1040;352;171;0;573;736;859;416;700;902;283;951;593;709;802;438;511;557;732;860;731;600;899;73;833;866;684;767;722;801;809;751;708;373;891;625;71;736;711;341;800;536;842;708;1179
9;245;783;519;465;492;567;542;444;573;0;370;287;357;128;573;317;716;52;228;290;379;94;661;178;287;457;452;387;634;497;492;556;223;157;241;300;186;455;605;382;331;528;240;776;577;287;226;544;319;693
10;499;555;288;136;574;315;503;566;736;370;0;395;331;349;205;587;350;319;567;205;320;452;493;464;401;117;227;243;771;128;135;275;263;428;483;599;438;132;552;660;114;669;566;541;544;206;212;175;51;453
11;533;934;352;530;762;401;776;722;859;287;395;0;577;159;543;603;718;268;296;193;588;366;843;183;6;512;587;225;919;488;451;663;138;166;142;265;144;525;838;295;440;811;276;922;816;192;406;548;357;491
12;284;445;614;304;244;645;199;245;416;357;331;577;0;444;486;353;546;337;580;451;31;372;309;531;581;314;193;534;443;417;453;295;450;504;587;658;529;292;260;739;217;346;596;441;239;449;173;426;314;784
13;374;838;426;470;609;476;639;566;700;128;349;159;444;0;537;445;698;113;222;203;459;212;731;114;159;457;493;288;761;468;447;585;121;79;148;251;93;462;702;319;353;653;217;828;677;200;282;522;300;591
14;696;541;281;184;726;273;617;731;902;573;205;543;486;537;0;783;177;521;759;354;465;657;535;649;550;171;315;333;926;77;92;285;432;614;656;779;618;195;651;830;289;832;755;522;654;356;408;64;255;380
15;87;774;810;622;292;854;433;228;283;317;587;603;353;445;783;0;880;351;426;588;384;239;625;457;603;625;539;687;353;706;722;645;534;452;527;527;481;610;487;608;494;262;454;774;450;585;375;734;545;988
16;798;446;450;261;765;432;625;785;951;716;350;718;546;698;177;880;0;666;917;526;518;791;488;812;725;263;353;511;962;232;268;269;601;777;825;945;784;273;644;1001;396;879;916;426;656;528;520;175;401;513
17;272;751;472;418;496;519;529;454;593;52;319;268;337;113;521;351;666;0;266;243;356;143;634;195;269;409;414;342;651;446;440;515;183;166;249;327;192;408;593;405;286;543;273;742;566;240;190;494;268;647
18;392;1012;632;679;675;682;754;618;709;228;567;296;580;222;759;426;917;266;0;421;604;218;887;119;291;668;679;495;779;689;670;781;338;150;158;101;157;670;818;182;551;681;29;1004;786;418;453;742;517;785
19;504;756;229;341;671;278;647;644;802;290;205;193;451;203;354;588;526;243;421;0;453;385;679;304;200;322;414;99;851;295;261;479;83;271;303;427;270;337;704;476;271;743;412;742;688;3;282;354;174;404
20;316;416;605;281;261;635;193;268;438;379;320;588;31;459;465;384;518;356;604;453;0;399;283;551;592;293;165;532;461;398;437;264;457;522;604;679;547;270;252;759;205;368;618;411;234;451;181;404;307;773
21;182;814;614;534;458;662;537;403;511;94;452;366;372;212;657;239;791;143;218;385;399;0;682;220;365;529;501;482;577;580;578;609;317;213;290;311;242;523;600;395;397;474;240;808;568;381;279;623;402;788
22;575;151;767;379;381;781;207;430;557;661;493;843;309;731;535;625;488;634;887;679;283;682;0;829;848;400;266;736;540;501;557;249;706;799;878;960;822;375;187;1039;407;492;901;155;216;678;448;471;507;907
23;402;943;513;584;667;563;720;617;732;178;464;183;531;114;649;457;812;195;119;304;551;220;829;0;179;571;601;376;797;581;558;696;221;35;69;137;38;576;783;210;464;693;107;934;755;301;382;636;415;666
24;533;940;358;536;764;407;780;723;860;287;401;6;581;159;550;603;725;269;291;200;592;365;848;179;0;518;592;232;920;495;457;669;143;163;136;259;141;531;841;288;446;812;271;927;819;198;410;554;363;497
25;540;446;366;22;554;381;451;559;731;457;117;512;314;457;171;625;263;409;668;322;293;529;400;571;518;0;150;351;755;109;159;164;379;536;595;708;548;26;491;772;134;660;670;430;490;323;258;112;158;511
26;462;348;508;132;418;527;302;432;600;452;227;587;193;493;315;539;353;414;679;414;165;501;266;601;592;150;0;469;617;260;309;109;449;568;641;737;586;124;340;811;146;529;687;336;340;414;226;251;241;660
27;604;797;137;373;762;187;725;738;899;387;243;225;534;288;333;687;511;342;495;99;532;482;736;376;232;351;469;0;946;293;245;516;168;346;359;485;339;372;780;520;336;839;482;782;766;102;371;352;231;306
28;394;682;1044;742;200;1080;345;208;73;634;771;919;443;761;926;353;962;651;779;851;461;577;540;797;920;755;617;946;0;860;896;693;821;786;866;879;815;731;353;961;657;108;806;691;325;849;578;865;746;1219
29;619;528;275;127;660;281;561;661;833;497;128;488;417;468;77;706;232;446;689;295;398;580;501;581;495;109;260;293;860;0;58;254;369;546;593;713;552;135;600;769;213;763;686;511;600;297;330;59;178;405
