PARÂMETROS
50;5;8;12
COORDENADAS
0;674;971
1;557;331
2;9;715
3;360;81
4;863;718
5;936;631
6;797;316
7;317;54
8;420;637
9;855;947
10;840;101
11;71;922
12;65;781
13;968;633
14;891;429
15;4;676
16;568;85
17;358;509
18;629;893
19;921;277
20;887;269
21;303;258
22;193;67
23;40;797
24;745;19
25;845;73
26;314;763
27;516;653
28;364;431
29;106;646
30;92;905
31;531;83
32;525;919
33;285;399
34;869;310
35;926;853
36;601;330
37;67;113
38;70;758
39;932;754
40;710;93
41;188;236
42;76;307
43;935;910
44;378;534
45;145;703
46;32;324
47;787;763
48;338;997
49;143;333
DISTÂNCIAS
DE/PARA;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
0;0;650;712;943;315;429;666;984;419;182;885;604;637;447;583;732;892;559;90;736;733;803;1024;657;954;914;415;355;622;654;585;899;157;691;689;278;645;1051;640;337;878;881;893;268;527;593;911;236;337;830
1;650;0;669;318;493;483;240;366;335;684;364;765;666;510;348;651;246;266;566;367;335;264;449;696;364;386;495;324;217;550;738;249;588;280;312;639;44;536;647;565;282;381;481;691;270;555;525;489;701;414
2;712;669;0;724;854;930;883;729;418;877;1033;216;86;962;927;39;842;405;645;1011;984;543;673;87;1012;1054;308;510;454;119;207;819;554;419;950;927;706;604;74;923;937;511;413;946;411;136;391;779;433;404
3;943;318;724;0;811;796;496;50;559;997;480;889;759;821;634;693;208;428;855;594;559;185;167;784;389;485;683;592;350;619;866;171;854;326;558;957;346;294;736;883;350;231;362;1008;453;658;408;804;916;332
4;315;493;854;811;0;113;407;859;450;229;617;817;800;135;290;860;698;546;292;444;449;724;934;826;708;645;550;353;575;760;793;716;393;660;408;148;468;999;794;77;643;829;887;205;518;718;919;88;594;816
5;429;483;930;796;113;0;344;846;516;326;538;912;883;32;206;933;658;590;403;354;365;734;932;911;641;565;635;420;605;830;887;681;501;691;327;222;450;1011;875;123;583;845;919;279;566;794;954;199;701;847
6;666;240;883;496;407;344;0;546;495;633;219;945;867;360;146;870;325;479;600;129;101;497;653;896;301;247;658;438;448;765;918;353;661;518;72;552;196;757;850;458;239;614;721;609;472;758;765;447;821;654
7;984;366;729;50;859;846;546;0;592;1042;525;902;769;871;685;696;252;456;895;643;609;204;124;792;429;528;709;631;379;628;880;215;889;346;608;1004;396;256;746;931;394;223;349;1055;483;671;392;850;943;328
8;419;335;418;559;450;516;495;592;0;534;680;450;383;548;514;417;571;142;330;616;594;396;613;412;698;706;164;97;213;314;423;565;300;273;555;550;356;631;370;525;616;463;476;582;111;282;498;388;369;411
9;182;684;877;997;229;326;633;1042;534;0;846;784;807;333;519;893;908;662;232;673;678;882;1101;828;934;874;571;448;712;807;764;922;331;790;637;117;667;1147;807;207;866;974;1008;88;630;750;1032;196;519;940
