PARÂMETROS
50;5;8;12
COORDENADAS
0;504;227
1;343;629
2;889;194
3;375;941
4;190;167
5;342;168
6;687;886
7;580;307
8;764;12
9;267;628
10;527;137
11;774;769
12;756;654
13;751;536
14;63;20
15;307;429
16;943;367
17;590;80
18;91;508
19;521;427
20;542;340
21;819;366
22;828;665
23;35;560
24;157;14
25;976;656
26;653;260
27;908;349
28;980;291
29;232;826
30;907;929
31;923;72
32;581;232
33;922;134
34;648;564
35;3;740
36;886;658
37;390;343
38;397;926
39;86;168
40;250;394
41;71;584
42;41;739
43;648;961
44;836;464
45;843;742
46;615;112
47;532;46
48;89;953
49;75;176
DISTÂNCIAS
DE/PARA;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
0;0;433;386;725;319;172;683;110;337;465;92;605;495;395;487;282;460;170;499;200;119;344;544;575;407;637;152;422;480;657;809;446;77;428;366;717;575;162;707;422;303;561;690;747;407;616;159;183;836;432
1;433;0;698;313;486;461;429;399;746;76;525;453;413;418;670;203;654;602;279;269;350;543;486;315;642;633;481;630;721;226;638;804;462;761;311;357;543;289;301;527;252;275;321;450;519;512;584;612;411;526
2;386;698;0;906;699;547;720;329;220;758;366;586;478;368;844;627;181;319;857;435;376;185;474;929;753;470;245;156;133;911;735;126;310;68;441;1040;464;520;881;803;669;906;1008;803;275;549;286;386;1102;814
3;725;313;906;0;795;773;316;666;1007;331;818;434;477;552;972;516;807;887;517;534;623;726;530;510;952;665;735;796;887;183;532;1027;738;974;465;422;584;598;26;825;561;468;390;273;663;508;863;908;286;821
4;319;486;699;795;0;152;874;414;594;467;338;838;746;671;194;286;779;409;355;420;392;659;809;422;156;925;472;740;799;660;1046;739;396;732;606;602;851;266;786;104;234;433;591;916;711;870;428;362;792;115
5;172;461;547;773;152;0;796;275;449;466;187;740;638;550;315;263;633;263;422;314;263;516;695;497;240;800;324;594;649;667;947;588;247;580;500;664;732;181;759;256;244;496;645;849;575;761;278;225;824;267
6;683;429;720;316;874;796;0;588;877;492;765;145;242;355;1067;594;578;811;705;488;564;536;262;728;1020;369;626;580;663;458;224;847;662;787;324;699;302;618;292;936;658;686;662;84;447;212;777;854;601;937
7;110;399;329;666;414;275;588;0;347;448;178;501;389;285;591;299;367;227;528;133;50;246;435;600;514;527;86;330;400;624;702;415;75;383;265;721;465;193;645;513;341;579;690;657;300;508;198;265;811;521
8;337;746;220;1007;594;449;877;347;0;791;267;757;642;524;701;618;397;186;836;480;396;358;656;912;607;677;271;366;352;972;928;169;286;199;564;1053;657;499;984;695;640;898;1025;956;457;734;179;234;1158;708
9;465;76;758;331;467;466;492;448;791;0;555;526;489;492;641;202;724;636;213;323;398;611;562;241;623;709;533;699;788;201;707;859;505;820;386;286;619;310;325;494;234;200;251;506;592;587;622;639;370;491
